Product,category,rating,Title,Review,Cleaned_Review,Sentiment
"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics|WearableTechnology|SmartWatches,4.2,"Worth the price, expecting good performance on extended use,According to this price is value for money Good product,Good budget calling smart watch.,Just Go For It,It's good product in this range,Very Good watch in this price Range,Good Product as per the price charged,Good in budget","Received the product today. The packing was intact though I found watch not at its proper place. It fell down inside the box and found the inner holding box damaged also. Not expecting any kind of tampering but thought to share the product packaging. Overall nice product, will share detailed review once use it for atleast a week.,Good watch through fire 🔥 boultI am impressed for this watch is so computableand all features are properly working like mean feature voice calling are properly working andThis price range are no any brand are give this feature I am Happy for this watchThank you Fire 🔥 boult,Pros: The phone supports both phone and apps calling. Has long charge. Phone finder,  phone camera shutter are good features. Beautiful looking watch.Cons: Not a full screen display, display is smaller than the watch. My watch is not center alligned. Limited number of watch face. Sometimes tends to call on recent number with false touch. Phone book should be a little larger than 8 numbers.,Just bought it ,so my review is basically the first impression.I will write a detailed review after few days of use. I like the style and it looks good. So far touch operation is also good,It's good product in this range because I have one more of pebble smart watch in same price range but after using fire boltt it's better. Only one issue that not stop call ring during office or meeting time.,I liked Everything except Hearbeat and O2 Level accuracy but it's close to real levels so average in this respect. Otherwise it's a kill for the money !!! Very good overall.,The product is good as per the price charged. One feedback to supplier to improve the glass of watch, there are lots of scratches within one month of usage.,All is good. Satisfied. Auto selection of sport mode is not there. You have to select each sport mode for each workout",received product today packing intact though found watch proper place fell inside box found inner holding box damaged also expecting kind tampering thought share product packaging overall nice product share detailed review use atleast week good watch fire boulti impressed watch computableand features properly working like mean feature voice calling properly working andthis price range brand give feature happy watchthank fire boult pros phone supports phone apps calling long charge phone finder phone camera shutter good features beautiful looking watch cons full screen display display smaller watch watch center alligned limited number watch face sometimes tends call recent number false touch phone book little larger numbers bought review basically first impression write detailed review days use like style looks good far touch operation also good good product range one pebble smart watch price range using fire boltt better one issue stop call ring office meeting time liked everything except hearbeat level accuracy close real levels average respect otherwise kill money good overall product good per price charged one feedback supplier improve glass watch lots scratches within one month usage good satisfied auto selection sport mode select sport mode workout,Positive
"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.1,"THE PERFECT PHONE – FOR MY REQUIREMENTS,Galaxy M33 5G a mixed bag of Affordability","I would not consider buying an i-phone simply because my friend owns two of them – or blindly go for a new Android model suggested by my son or nephew (both of whom are more tech savvy than me) because their recommendations are obviously based on their own needs and expectations, which may differ from mine. I am an old-fashioned mechanical engineer with a basic understanding of parameters like millimetres, megapixels and megabytes – but I think of a cellphone as a utility item, not a status symbol. Applying a technocratic approach, I would not choose a costlier option unless I get additional features which suit my requirements.My foremost requirement – which is entirely non-negotiable – is that my handset must have provision for two SIM cards, since I do not want to carry two separate handsets for my CUG and personal numbers. My other requirements are not difficult to fulfil: a phonebook with at least 2000 contacts, basic net connectivity, a basic camera for photos and videos and scope for downloading a few apps such as the ubiquitous WhatsApp and my favourite word games (which do not need much memory or processing capacity). I would certainly appreciate practical features like high reliability, software and security updates and high battery capacity (sufficient for 24 hours or preferably 48 hours at my normal level of usage). Besides, I would like to use a new handset for at least two years.Apart from exigencies, I do not intend to use my cellphone for surfing the Internet, videoconferencing or sending e-mails as I prefer using a desktop or laptop for such activities.I am equally clear about what I do not need. I do not intend to use my cellphone for watching movies, reading books, listening to music or creating fancy social media posts. Nor do I want a device for taking high resolution photos during a vacation as I would prefer to use a camera. At the risk of sounding flippant, I would say that I do not want a device to unlock my car or count the strokes in a game of golf – primarily because I do not own a car and I do not play golf!Having used smartphones of Samsung and Motorola makes over the past few years, I vastly prefer the former. My last phone, which gave me over 30 months of good service, was a Samsung M30. Since that model is obsolete now, I focused on its upgraded cousins: M32, M33 and M52. The last was immediately ruled out as it does not support two SIM cards along with an SD card. After studying the relative specifications of M32 and M33, I concluded that the latter offers better value for money. Generally, it is worth going for the higher memory and higher RAM versions as these parameters affect the performance and the difference in cost is relatively small. With these considerations, I narrowed down my choice to M33 with 8GB RAM and 128GB storage (Just twenty years ago, I was using a desktop with 2GB memory!)As a confirmation for my choice, I compared the phone I had selected with OnePlus Nord CE 2 (8GB RAM, 128GB Storage) which my son had recommended. The specification of the Samsung phone was found to be equivalent or superior for the major parameters, except that the display screen technology was TFT instead of AMOLED. I also watched some Youtube videos about these handsets for a better appreciation of their competing features. The clinching factor was that the Samsung phone was priced substantially lower than the OnePlus product.As for body colour, my first choice was Emerald Brown, but I settled for the Mystique Green since the former was not available in my selected configuration. I was thinking this would be irrelevant since I use a case which completely encloses the handset, but it turned out that the body colour can be glimpsed through the cutout for the cameras on the rear of the phone.Despite a strong family resemblance with my old one (M30), the new phone (M33) offers decidedly superior specifications and it meets my requirements perfectly. It is a few millimetres longer and a few grams heavier than my old phone, but these differences are acceptable to me. Thanks to the 50MP front camera and 8MP selfie camera, the quality of photos and videos is above my expectations (see sample pic taken at night at a distance of about 30 metres from the stage).  This phone offers two years of android updates and four years of security patch updates, which reduces the worries on these fronts. Youtube reviewers complain that the M33 has plain looks, it is heavy, its audio does not offer an ‘immersive listening experience’ and its screen is plain old TFT instead of AMOLED. I am willing to live with these perceived shortcomings, so long as the M33 meets my requirements.I was glad to find that Samsung has taken an environmentally friendly step of offering many models of handsets without chargers – because old chargers, like old handsets, add to e-waste. However, it needs to be kept in mind that new handsets require higher capacity chargers. The recommended charger for M33 is 25 watts, but the chargers I had at home are rated at 5 or 10 watts.To cut a long story short, I ordered a 25-watt charger along with the phone to avoid compromising with the charging time. After using the new handset for a couple of weeks, I find that my phone is at 60-70% charge at the end of the day, and it takes 30-40 minutes for complete charging (one of the useful features of M33 is that it shows the time remaining for complete charging as soon as it is plugged in for charging). It turns out that I could have managed with the old 10-watt charger, except that it would have taken 60-90 minutes for full charging.I conclude by emphasizing that Samsung Galaxy M33 5g is the perfect phone – but for my requirements. A word of advice: if you are planning to buy a new phone, it would be helpful if you list out your requirements so that you do not end up paying for features that you do not intend to use.,With 5G connectivity, a 120Hz display and solid performance, the Galaxy M33 5G is Samsung’s best-value smartphone yet under 20K segmentPros Almost half the price of Galaxy A53Exynos 1280 is a solid performerExcellent 120Hz display with smooth experience across the boardHuge performance uplift over M32One UI 4.1 based on android 12 has tons of good features to love, none of the flagship grade features are skipped here (apart from dex mode and spen features), Zero lag or stuttering in 120 hz mode with ease of use and seemless switching of apps without any crash or reloading  of apps, makes using one ui pleasure to surf acrossYou get features like a screen recorder, video call effects, Game Launcher, Link to Windows, Dual Messenger, Quick Share, Music Share, and Secure Folder, along with many others. Some of the fancy Android 12 features, like the ability to change the color palette of icons and menus based on the wallpaper and dim the screen for easier reading in the dark, are also included.Voice focus for calls is excellent feature, phone call quality is really good even in nosiy and crowded areasI had no issues with GPS or connectivity while using Google maps to navigate,  signal stays strong even in rural areas, thats a positive point with good accuracy4g Volte with carrier aggregation works flawlesslyWifi connectivity on the Dual band 5ghz router is strong and performs  more than satisfactorily with low latency responseBluetooth 5.1 connectivity is strong and has good range  no worries of disconnection even as far as 15 metersAudio quality via 3.5 mm jack is excellent compared to Redmi note 10 pro, much more defined and well roundedFor media consumption widewine L1 support is present, Good AV experience on ott platforms, I have no serious complaints about color reproduction in videos considering TFT LCD this panel does a good enough job .Main Camera 50mp is on par and better than Redmi note 10 pro in almost all conditions, retains colors close to reality with good dynamic range and handling of exposure with HDR in photos as well as videos, it is able to handle extremely bright conditions wellEven in shadows during day time it was able to maintain good colorsGood Stable videos at 1080p4k video recording is available at 30 FPS is availableMany cool camera features , boasts AR fun mode, single Take, Object Eraser and Video TNR (Temporal Noise Reduction) which makes it fun to use cameraSelfie camera has good punchy colors, Samsung's way of boosted colour processing some may like it ,some may notExcellent battery life, got 9 hours of SOT despite the heavy usage. It takes around 1.5 hours to go from 0-100, and half an hour of charging can take the battery percentage to around 45% provided you have 25 watt Samsung’s chargerDespite summer time, phone has managed to stay relatively cool, 5nm architecture helping its cause here12 5G BandsDedicated SD card slot is a plus herePD 3.0 25 watt fast charging support reasonable for price segment but we have seen faster charging speeds with other OEMsPromised 2 major android OS updates and 4 years security updates is a huge plus above its competitors, making this device more value for money in long runCons Ultrawide camera is on softer side , lacks details compared to its primary sensor but manages to frame good shots that one can post on social media, macro camera is good with colors and edge detection but lacks depth of field and details , Note 10 pro which is brilliant in this caseNight shots are above average mostly grainy and muddled but better than most smartphones in its segmentLacks some stability in Video recording at 4k Amoled display could have made it unbeatableLacks stereo Speaker, but audio quality on single speaker is quite goodPre-installed bloatwares like Moj, dailyhunt, sharechat, byju's are mild and uninstallable but makes mature one UI experience looks immature out of the boxCurrently device is not tunned for high gaming performance as limited FPS in popular games like BGMI and COD deters it away from being a gamer friendly device, but we  can expect exynos 1280  to resolve over time and be more optimized for more games in future updatesSlightly cheap design , Chunky in size, carries some heft, Dated notch displayLack of charger in the box is a bummer, which adds up to the value cost proposition",would consider buying phone simply friend owns two blindly go new android model suggested son nephew tech savvy recommendations obviously based needs expectations may differ mine old fashioned mechanical engineer basic understanding parameters like millimetres megapixels megabytes think cellphone utility item status symbol applying technocratic approach would choose costlier option unless get additional features suit requirements foremost requirement entirely non negotiable handset must provision two sim cards since want carry two separate handsets cug personal numbers requirements difficult fulfil phonebook least contacts basic net connectivity basic camera photos videos scope downloading apps ubiquitous whatsapp favourite word games need much memory processing capacity would certainly appreciate practical features like high reliability software security updates high battery capacity sufficient hours preferably hours normal level usage besides would like use new handset least two years apart exigencies intend use cellphone surfing internet videoconferencing sending e mails prefer using desktop laptop activities equally clear need intend use cellphone watching movies reading books listening music creating fancy social media posts want device taking high resolution photos vacation would prefer use camera risk sounding flippant would say want device unlock car count strokes game golf primarily car play golf used smartphones samsung motorola makes past years vastly prefer former last phone gave months good service samsung since model obsolete focused upgraded cousins last immediately ruled support two sim cards along sd card studying relative specifications concluded latter offers better value money generally worth going higher memory higher ram versions parameters affect performance difference cost relatively small considerations narrowed choice gb ram gb storage twenty years ago using desktop gb memory confirmation choice compared phone selected oneplus nord ce gb ram gb storage son recommended specification samsung phone found equivalent superior major parameters except display screen technology tft instead amoled also watched youtube videos handsets better appreciation competing features clinching factor samsung phone priced substantially lower oneplus product body colour first choice emerald brown settled mystique green since former available selected configuration thinking would irrelevant since use case completely encloses handset turned body colour glimpsed cutout cameras rear phone despite strong family resemblance old one new phone offers decidedly superior specifications meets requirements perfectly millimetres longer grams heavier old phone differences acceptable thanks mp front camera mp selfie camera quality photos videos expectations see sample pic taken night distance metres stage phone offers two years android updates four years security patch updates reduces worries fronts youtube reviewers complain plain looks heavy audio offer immersive listening experience screen plain old tft instead amoled willing live perceived shortcomings long meets requirements glad find samsung taken environmentally friendly step offering many models handsets without chargers old chargers like old handsets add e waste however needs kept mind new handsets require higher capacity chargers recommended charger watts chargers home rated watts cut long story short ordered watt charger along phone avoid compromising charging time using new handset couple weeks find phone charge end day takes minutes complete charging one useful features shows time remaining complete charging soon plugged charging turns could managed old watt charger except would taken minutes full charging conclude emphasizing samsung galaxy g perfect phone requirements word advice planning buy new phone would helpful list requirements end paying features intend use g connectivity hz display solid performance galaxy g samsung best value smartphone yet k segmentpros almost half price galaxy exynos solid performerexcellent hz display smooth experience across boardhuge performance uplift one ui based android tons good features love none flagship grade features skipped apart dex mode spen features zero lag stuttering hz mode ease use seemless switching apps without crash reloading apps makes using one ui pleasure surf acrossyou get features like screen recorder video call effects game launcher link windows dual messenger quick share music share secure folder along many others fancy android features like ability change color palette icons menus based wallpaper dim screen easier reading dark also included voice focus calls excellent feature phone call quality really good even nosiy crowded areasi issues gps connectivity using google maps navigate signal stays strong even rural areas thats positive point good accuracy g volte carrier aggregation works flawlesslywifi connectivity dual band ghz router strong performs satisfactorily low latency responsebluetooth connectivity strong good range worries disconnection even far metersaudio quality via mm jack excellent compared redmi note pro much defined well roundedfor media consumption widewine l support present good av experience ott platforms serious complaints color reproduction videos considering tft lcd panel good enough job main camera mp par better redmi note pro almost conditions retains colors close reality good dynamic range handling exposure hdr photos well videos able handle extremely bright conditions welleven shadows day time able maintain good colorsgood stable videos p k video recording available fps availablemany cool camera features boasts ar fun mode single take object eraser video tnr temporal noise reduction makes fun use cameraselfie camera good punchy colors samsung way boosted colour processing may like may notexcellent battery life got hours sot despite heavy usage takes around hours go half hour charging take battery percentage around provided watt samsung chargerdespite summer time phone managed stay relatively cool nm architecture helping cause g bandsdedicated sd card slot plus herepd watt fast charging support reasonable price segment seen faster charging speeds oemspromised major android os updates years security updates huge plus competitors making device value money long runcons ultrawide camera softer side lacks details compared primary sensor manages frame good shots one post social media macro camera good colors edge detection lacks depth field details note pro brilliant casenight shots average mostly grainy muddled better smartphones segmentlacks stability video recording k amoled display could made unbeatablelacks stereo speaker audio quality single speaker quite goodpre installed bloatwares like moj dailyhunt sharechat byju mild uninstallable makes mature one ui experience looks immature boxcurrently device tunned high gaming performance limited fps popular games like bgmi cod deters away gamer friendly device expect exynos resolve time optimized games future updatesslightly cheap design chunky size carries heft dated notch displaylack charger box bummer adds value cost proposition,Positive
"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.0,"It controls Brightness automatically whenever u go in dark place or in sunlight.,Good in gaming,Touch not good,Good mobile within the price range,Great Phone,nice phone,Budget Mein sabse mast phone,Good but camera quality is not up to the expectations camera quality is not up to the expectations","This is My first 5G IQOO mobile  purchased on 26th December at Amazon. Till now i didnt feel anything bad in this mobile .Happy with the Purchase. Camera quality is Good. It works smoothly in all the options.,This is good performance handset but the quality of the camera is not good, even though they said it's a 50 MP camera it's doesn't take that sharp picture. So you're not thinking about camera it's a good choice for this much amount. It's also have a problem with 5g(jio) connectivity.,Touch not good,Na,Good phone but camera quality is not good enough but proccessor are great,Very nice,Budget Mein sabse mast phone,Camera quality is not up to the expectations",first g iqoo mobile purchased th december amazon till didnt feel anything bad mobile happy purchase camera quality good works smoothly options good performance handset quality camera good even though said mp camera take sharp picture thinking camera good choice much amount also problem g jio connectivity touch good na good phone camera quality good enough proccessor great nice budget mein sabse mast phone camera quality expectations,Positive
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics|WearableTechnology|SmartWatches,4.2,"Worth the money,Good smart watch,the screen does not turn on and off on double tap, for that you have to press the button.,User friendly UI,Best Allrounder Budget SmartWatch Under 2K 🔥,This smart watch is awesome,Nice watch in budget,The step count is not that accurate but the call quality and other things are good","I liked it, worth the money, light weight and comfortable at every situation.this one i got here has stable ui,no lag even,feels premium (mainly the soft strap and the cool crown button adds up much)..the main reason I bought this because it brings all the features everyone needs today with out of the box looks.If someone feels that they have a thin wrist and it wouldn't fit them,don't worry.Even i thought it wouldn't fit me coz i have a thin wrist but it was just fine.,,In this watch, the screen does not turn on and off on double tap, for that you have to press the button and the battery also takes more than 1 hour instead of 35 minutes to get fully charged.  And the battery also lasts only 3-4 days, just hope that in the future, if I update the software, then the double tap option will come.,Watch is user friendly, UI is great.Calling feature is great.This watch is different from others in music playing in watch speaker.Great experience.Watchfaces option is good.We can add watchfaces as we can.In my other watch this feature is missing.Love this watch.,This Smartwatch is perfect for beginners who's buy first time smartwatch. ninja call pro plus is recently launched so it comes with latest features and specifications. Display Is top Notched and and brightness is enough for use at outdoor. Heart measure and Spo2 is well accurate all sensors are efficiently worked. Reading of data is accurate near 90 to 95% you can trust on it at emergency situations. It comes with 100 sports mods all types of activities and sports are coverd. Calling experience is also very nice, speaker and microphone is quite decent sufficient voice at indoor. But battery should be better it has require charge 1 time in day. 3D curved display give awasome visual experience. Strap quality is very soft and female also use it very smoothly. So overall it has best smartwatch under 2K Display, Calling, Sensors, Bulit quality, Battery Back-up, sports Mods, Waterproof, etc. You should definitely go for this one. Satisfied Product.👍🔥👍,This watch is very good but 1 problem im using this watch from 1 week and a few days back its pixels were droping, the screen was not working properly but after restarting, it was working properly and from then i didn,t face that problem again.,Nice watch with good UI interface with calling feature. Power packed with features in very low price. If you are on tight budget and looking for caling smartwatch you should definitely go for this one.,The build quality is great.The review about this watches are as follows:Good call quality and Google assistant supportThe UI experience is very smooth except the split screen feature it's a little bit laggyThe only thing that is only bad about this product is the step accuracy I feel like its a little bit lagging back but it catches up to it after a half an hourYou can buy this product if you are on a tight budget and want calling and good UI experience you can buy this product",liked worth money light weight comfortable every situation one got stable ui lag even feels premium mainly soft strap cool crown button adds much main reason bought brings features everyone needs today box looks someone feels thin wrist fit worry even thought fit coz thin wrist fine watch screen turn double tap press button battery also takes hour instead minutes get fully charged battery also lasts days hope future update software double tap option come watch user friendly ui great calling feature great watch different others music playing watch speaker great experience watchfaces option good add watchfaces watch feature missing love watch smartwatch perfect beginners buy first time smartwatch ninja call pro plus recently launched comes latest features specifications display top notched brightness enough use outdoor heart measure spo well accurate sensors efficiently worked reading data accurate near trust emergency situations comes sports mods types activities sports coverd calling experience also nice speaker microphone quite decent sufficient voice indoor battery better require charge time day curved display give awasome visual experience strap quality soft female also use smoothly overall best smartwatch k display calling sensors bulit quality battery back sports mods waterproof etc definitely go one satisfied product watch good problem im using watch week days back pixels droping screen working properly restarting working properly face problem nice watch good ui interface calling feature power packed features low price tight budget looking caling smartwatch definitely go one build quality great review watches follows good call quality google assistant supportthe ui experience smooth except split screen feature little bit laggythe thing bad product step accuracy feel like little bit lagging back catches half houryou buy product tight budget want calling good ui experience buy product,Positive
"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.2,"Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good","Looks durable Charging is fine tooNo complains,Charging is really fast, good product.,Till now satisfied with the quality.,This is a good product . The charging speed is slower than the original iPhone cable,Good quality, would recommend,https://m.media-amazon.com/images/I/81---F1ZgHL._SY88.jpg,Product had worked well till date and was having no issue.Cable is also sturdy enough...Have asked for replacement and company is doing the same...,Value for money",looks durable charging fine toono complains charging really fast good product till satisfied quality good product charging speed slower original iphone cable good quality would recommend https media amazon com images f zghl sy jpg product worked well till date issue cable also sturdy enough asked replacement company value money,Positive
"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5000 mAh Battery",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.1,"Best phone for below normal use,Good mobile for minimal usage , but technically highly worth,For simple use,Ok,Good quality product,Good unit,Good,Best Budget mobile","If you want a smart phone for just the use of calling and using social media. This is a very good option for you. I bought it for my mother who specifically told she just want a phone for calling purpose. This has only 2 gb of ram so don't think of running games like bgmi or asphalt and it also won't run very smooth under above normal conditions. There is no fingerprint sensor and the camera is trash. But the battery is 4000mah and has considerably high battery life. There is no fast charging only normal charger is given. So in my opinion this is a phone for a below average user who uses the smart phone just for calling or for scrolling through social media.,This is worth for price , has the latest technical softwares and perform well for minimal usage , ofcourse it has configuration less so we should not look better than thisBattery life more than expected, we could buy for this budget range,Simple and good, ok camera,Ok,Overall good quality product,Good unit,Good,Good mobile for basic users",want smart phone use calling using social media good option bought mother specifically told want phone calling purpose gb ram think running games like bgmi asphalt also run smooth normal conditions fingerprint sensor camera trash battery mah considerably high battery life fast charging normal charger given opinion phone average user uses smart phone calling scrolling social media worth price latest technical softwares perform well minimal usage ofcourse configuration less look better thisbattery life expected could buy budget range simple good ok camera ok overall good quality product good unit good good mobile basic users,Positive
"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.1,"Best phone for below normal use,Good mobile for minimal usage , but technically highly worth,For simple use,Ok,Good quality product,Good unit,Good,Best Budget mobile","If you want a smart phone for just the use of calling and using social media. This is a very good option for you. I bought it for my mother who specifically told she just want a phone for calling purpose. This has only 2 gb of ram so don't think of running games like bgmi or asphalt and it also won't run very smooth under above normal conditions. There is no fingerprint sensor and the camera is trash. But the battery is 4000mah and has considerably high battery life. There is no fast charging only normal charger is given. So in my opinion this is a phone for a below average user who uses the smart phone just for calling or for scrolling through social media.,This is worth for price , has the latest technical softwares and perform well for minimal usage , ofcourse it has configuration less so we should not look better than thisBattery life more than expected, we could buy for this budget range,Simple and good, ok camera,Ok,Overall good quality product,Good unit,Good,Good mobile for basic users",want smart phone use calling using social media good option bought mother specifically told want phone calling purpose gb ram think running games like bgmi asphalt also run smooth normal conditions fingerprint sensor camera trash battery mah considerably high battery life fast charging normal charger given opinion phone average user uses smart phone calling scrolling social media worth price latest technical softwares perform well minimal usage ofcourse configuration less look better thisbattery life expected could buy budget range simple good ok camera ok overall good quality product good unit good good mobile basic users,Positive
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics|WearableTechnology|SmartWatches,4.2,"Worth the money,Good smart watch,the screen does not turn on and off on double tap, for that you have to press the button.,User friendly UI,Best Allrounder Budget SmartWatch Under 2K 🔥,This smart watch is awesome,Nice watch in budget,The step count is not that accurate but the call quality and other things are good","I liked it, worth the money, light weight and comfortable at every situation.this one i got here has stable ui,no lag even,feels premium (mainly the soft strap and the cool crown button adds up much)..the main reason I bought this because it brings all the features everyone needs today with out of the box looks.If someone feels that they have a thin wrist and it wouldn't fit them,don't worry.Even i thought it wouldn't fit me coz i have a thin wrist but it was just fine.,,In this watch, the screen does not turn on and off on double tap, for that you have to press the button and the battery also takes more than 1 hour instead of 35 minutes to get fully charged.  And the battery also lasts only 3-4 days, just hope that in the future, if I update the software, then the double tap option will come.,Watch is user friendly, UI is great.Calling feature is great.This watch is different from others in music playing in watch speaker.Great experience.Watchfaces option is good.We can add watchfaces as we can.In my other watch this feature is missing.Love this watch.,This Smartwatch is perfect for beginners who's buy first time smartwatch. ninja call pro plus is recently launched so it comes with latest features and specifications. Display Is top Notched and and brightness is enough for use at outdoor. Heart measure and Spo2 is well accurate all sensors are efficiently worked. Reading of data is accurate near 90 to 95% you can trust on it at emergency situations. It comes with 100 sports mods all types of activities and sports are coverd. Calling experience is also very nice, speaker and microphone is quite decent sufficient voice at indoor. But battery should be better it has require charge 1 time in day. 3D curved display give awasome visual experience. Strap quality is very soft and female also use it very smoothly. So overall it has best smartwatch under 2K Display, Calling, Sensors, Bulit quality, Battery Back-up, sports Mods, Waterproof, etc. You should definitely go for this one. Satisfied Product.👍🔥👍,This watch is very good but 1 problem im using this watch from 1 week and a few days back its pixels were droping, the screen was not working properly but after restarting, it was working properly and from then i didn,t face that problem again.,Nice watch with good UI interface with calling feature. Power packed with features in very low price. If you are on tight budget and looking for caling smartwatch you should definitely go for this one.,The build quality is great.The review about this watches are as follows:Good call quality and Google assistant supportThe UI experience is very smooth except the split screen feature it's a little bit laggyThe only thing that is only bad about this product is the step accuracy I feel like its a little bit lagging back but it catches up to it after a half an hourYou can buy this product if you are on a tight budget and want calling and good UI experience you can buy this product",liked worth money light weight comfortable every situation one got stable ui lag even feels premium mainly soft strap cool crown button adds much main reason bought brings features everyone needs today box looks someone feels thin wrist fit worry even thought fit coz thin wrist fine watch screen turn double tap press button battery also takes hour instead minutes get fully charged battery also lasts days hope future update software double tap option come watch user friendly ui great calling feature great watch different others music playing watch speaker great experience watchfaces option good add watchfaces watch feature missing love watch smartwatch perfect beginners buy first time smartwatch ninja call pro plus recently launched comes latest features specifications display top notched brightness enough use outdoor heart measure spo well accurate sensors efficiently worked reading data accurate near trust emergency situations comes sports mods types activities sports coverd calling experience also nice speaker microphone quite decent sufficient voice indoor battery better require charge time day curved display give awasome visual experience strap quality soft female also use smoothly overall best smartwatch k display calling sensors bulit quality battery back sports mods waterproof etc definitely go one satisfied product watch good problem im using watch week days back pixels droping screen working properly restarting working properly face problem nice watch good ui interface calling feature power packed features low price tight budget looking caling smartwatch definitely go one build quality great review watches follows good call quality google assistant supportthe ui experience smooth except split screen feature little bit laggythe thing bad product step accuracy feel like little bit lagging back catches half houryou buy product tight budget want calling good ui experience buy product,Positive
"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.0,"Good.,Best at the price,Good phone,NICE,Value for money,ठीक-ठाक hai ☺️,Overall review,Good","Camera and display is very poor quality and battery 🔋 is very good nothing bad,Nice phone at reasonable price.,Good,NICE,Value for money,Theek hai 🥰,Not bad,Good",camera display poor quality battery good nothing bad nice phone reasonable price good nice value money theek hai bad good,Positive
AGARO Blaze USB 3.0 to USB Type C OTG Adapter,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,4.3,"Very good quality.,Nice product,Not a fast charger....,nice,A Good Type C adapter,Nice product,Value for money and easy to use.,Good","Like : quick data transfer, Dislike: geting hot itself in 2 minutes and let other pendrives getting hot also.,Product, Built quality, Transfer speed all good. Small in size so easy  hold and carry anywhere. But the bill i received nothing is visible on it.,Not charge fast..not looks 20w charger..cable are good,well,I purchased it to copy stuff from my phone to USB and vice versa. It works well for that purpose. The fitting is perfect and no connection issues.,https://m.media-amazon.com/images/I/71JnAsJtMUL._SY88.jpg,Good product.,Working fine",like quick data transfer dislike geting hot minutes let pendrives getting hot also product built quality transfer speed good small size easy hold carry anywhere bill received nothing visible charge fast looks w charger cable good well purchased copy stuff phone usb vice versa works well purpose fitting perfect connection issues https media amazon com images jnasjtmul sy jpg good product working fine,Positive
